37	2225 9683 891 391 24 11324 5314 419 2013 11494 181 5035 1584 364 8150 1884 9463 4077 1916 9723 4342 394 2773 2944 617 4182 338 9410 538 346 8831 11070 9422 7051 569 4374 7384 5866 8356 9028 2818 1671 308 5553 8688 11016 7836 8457 2584 8928 9471 6137 7209 8825 9201 5221 11116 9470 7929 309 196 2682 10307 9565 5093 5635 8302 1384 3431 4428 1593 2578 3058 9157 2896 9281 10648 5829 6117 0 2145 2719 6571 1971 6753 11406 8135 225 9545 8646 2262 11064 10751 3030 107 2449 7431 824 3076 3289 175 384 7637 7224 1238 1457 7698 6458 10145 1076 3893 8475 6041 7719 6764 3040 7145 2934 9697 8947 888 52 8499 1363 3487 505 8876 1288 351 2949 3921 2872 1774 3075 8641 2470 8606 2830 5392 2121 8408 9518 8930 2727 8751 8589 5305 6641 3239 8137 2887 696 383 7717 7590 8530 2754 119 113 10516 320 6339 812 5685 3188 1834 7257 8698 8352 737 9010 10542 5014 5032 1354 628 14 8312 116 8631 1787 7132 4576 2539 169 8738 7575 11001 8542 6037 1827 8676 7592 6926 523 620 7139 8223 8674 5967 11394 402 12 4835 6901 8982 3672 8519 9657 8904 9226 45 2173 242 2547 11770 10931 504 5199 8437 11470 8252 964 5030 9109 1689 405 2159 8266 3276 8985 12118 1277 234 3695 9597 6802 995 3156 5027 2321 5315 72 13296 2195 8482 3109 2920 11689 28 789 719 9193 9926 5348 141 662 2154 3979 281 111 9905 10568 1605 777 4133 2497 5478 64 7997 10118 8285 1218 2338 3526 9335 8355 5346 4546 4505 7486 577 5664 236 5662 783 11104 1748 8364 9871 11298 4676 4759 5558 1426 8227 602 415 1445 290 717 2444 4564 9210 4843 2705 5563 9668 4427 899 3915 2433 171 11753 7481 3635 9202 10461 115 3062 1824 166 1560 4766 2130 3085 1303 11297 5322 6532 7148 27 3735 8323 10705 576 11575 7959 5384 921 7138 5497 622 6003 8549 11181 11481 1894 1846 4597 425 3158 6888 5854 4579 1197 8561 6977 6240 3281 6624 2134 2649 4770 8339 4161 9560 1623 480 4354 8998 10305 2674 1738 12205 1094 8811 9358 9889 12298 6765 8524 8551 8242 1601 2507 829 7032 8288 5000 243 3294 330 5991 7412 411 10690 9746 669 2423 7078 5968 7535 846 8478 8024 919 182 9585 3316 268 3299 9397 2541 9288 6360 2316 11379 10820 9824 7890 8216 1993 1858 6092 11102 3203 5516 2997 8890 11141 3676 633 186 8700 967 6369 10056 5052 10083 1530 11662 2647 8350 1897 10531 1599 9628 5247 1473 5954 3381 51 1702 399 1101 11468 8235 323 2579 9417 7904 2829 4310 2161 4248 3530 7389 4126 10740 11709 6392 331 10388 9093 8110 8691 75 673 4430 9316 11440 3816 1674 8855 661 445 3821 8874 262 10438 8290 1254 5010 591 938 7593 7609 9068 2190 6307 7730 8140 2387 8154 2233 10105 3114 730 2453 7472 6431 4143 416 9218 8262 145 11377 8919 655 172 4282 1462 8502 8341 4837 2437 11128 6199 12022 5566 2810 3820 1009 8308 2038 366 7921 13166 7748 10920 648 2775 8859 5416 9351 10134 2566 12524 4423 5325 8315 10863 454 700 9069 1999 11463 9449 8608 29 63 1340 3528 978 4421 5333 5759 10703 1420 2721 6789 7092 687 6777 5162 1781 7496 7860 1166 8446 25 11844 743 377 8967 11005 5906 19342 1724 5111 3287 11503 3569 2206 8640 2667 8401 597 10906 2330 2955 9651 3110 3240 2580 7798 2461 6897 8614 8070 3574 1537 6399 9402 9007 11050 3647 8860 860 10998 8946 8314 4397 9744 8130 1835 4846 11041 7417 9951 2142 6990 2514 1365 933 9442 8575 6601 911 4403 3407 5324 8520 732 525 775 4694 3421 556 8882 11015 8769 7488 9707 7785 2469 1845 716 650 8241 311 8650 65 8208 764 6857 562 4399 861 2059 8337 8816 11572 1299 6811 1439 1079 4570 8702 4507 731 11566 11184 785 2146
38	4043 6868
39	9096 4048
40	8380 8911
41	9752 9290
42	10737 10759
43	11442 11437
44	0 5 24
45	204 228
47	959 911 51 49 41 0 254 253 818
49	0 131
50	290 68 26
51	267 268
52	0 204
53	290 68
54	68 291
55	0 234 204 228
56	0 204 228
57	281 306 51 166
58	75 24 157 0 230 119
59	166 168
62	628 2431 2514 6241
63	266 48 355
65	232 195
66	0 5
67	2572 362 2627
68	281 1606 719 383
69	156 231
71	4595 648 2355 4025 281 290 27 702 2779 3203 938 2330 2955 967 777 535 6102 2189 4439 1829 6399 1098 5978 402 1410 3759 2473 0 861 2390 1674 5664 3281 6753 2836 166 1101 1532 2909 2829 719
72	207 50
73	3 218 2537 681 1602 145 307 1101 529 965 37 1843 2261 157 2721 0 861 719 2549
75	456 495
76	777 402 1410 3578 464 242
77	2225 9234 5578 6657 4720 8884 4689 391 11324 5314 3517 419 11494 2664 181 1584 8458 8670 364 9204 9463 8150 4077 8052 9723 2436 8508 394 2773 617 4182 9629 8574 338 4024 8980 9410 538 6308 8831 11070 9422 6147 7579 7051 7384 328 5866 8356 9028 3403 2818 308 5553 8688 6221 7836 10698 2687 1662 2558 7209 9339 8703 8825 5221 11116 5224 9470 10307 9419 5093 8302 5233 3876 1384 2415 4228 8053 4428 2905 1593 10511 2165 2578 3058 9157 2896 9281 8134 5829 6117 0 8328 2145 7910 6719 3170 3908 6571 8497 11406 225 9545 8646 11277 5606 2262 2599 11064 2449 9084 4698 5412 1425 7637 7224 6573 8259 2027 6625 3046 7698 6458 10145 6120 9877 1278 3893 7974 8475 10229 6041 8291 7719 9155 3463 11671 9387 89 6764 2934 2587 8426 4681 888 52 8499 892 7558 1288 11684 2568 351 5310 5652 3921 3096 9236 9624 1774 11449 6004 3075 8641 10414 10028 2470 11878 2830 5392 8408 8930 8751 5305 6641 8137 11312 11103 2887 696 8538 836 4073 8530 2754 113 3980 238 6339 5685 3188 2495 7195 9429 4379 8352 5242 9010 2549 2794 3161 8292 5032 1354 628 14 8312 4260 116 8631 1787 7132 2539 7575 5329 11001 6114 6037 6592 4223 1779 8676 5448 7592 9533 6926 523 620 9153 9664 3822 8223 9003 11868 4602 5967 11394 2197 402 12 646 2383 19955 8519 6901 6947 9226 1717 11770 10931 10594 504 5199 11470 8252 8359 8977 5030 5213 8347 11376 405 7589 1373 5330 2431 3206 8266 1435 3276 8985 1277 7916 9724 9690 6038 3695 3143 5470 6733 184 2187 9679 7902 3271 5027 5369 2321 6192 2648 8482 3109 2195 8975 3740 520 8638 8376 4029 10180 8108 28 719 8043 9193 6015 7493 3815 141 11013 2154 11374 3979 4961 111 3839 8214 10568 6241 9905 9101 4038 10154 777 5478 7314 9617 7676 10112 8416 4331 9350 8285 2613 2338 3526 9335 8355 7005 5346 5029 7906 6828 4505 5126 8994 1168 783 5662 4446 3123 10245 10775 4163 1748 8364 6299 4676 5558 8227 602 415 12523 1540 290 6810 2444 4564 2850 9210 11140 5563 6508 4427 11336 8148 5341 171 8880 11753 7481 3635 9415 4030 3989 115 1824 10481 166 2130 4171 11111 3085 5296 4841 6002 4380 6532 11276 10721 27 1517 4298 4048 11575 7959 1753 5384 11282 8171 6716 5497 622 6003 11481 6506 4597 5020 2182 11962 889 4579 1197 6977 6624 3281 2134 1912 4770 5246 4161 9560 11427 4354 10305 3687 1738 9889 8811 12298 9358 4996 8524 20895 9750 8551 2507 7032 9425 375 8959 5000 3054 179 3294 6353 7412 9096 11679 2666 10759 2423 4214 8024 182 2885 10211 9647 11626 4851 2357 8954 723 3299 2541 9288 2316 5275 10820 26 4023 9824 8216 1993 8298 1858 5821 3203 4991 406 3676 8770 9219 2156 5681 9302 3944 10056 5052 10083 5668 2916 11662 8350 4769 4520 10531 8752 9628 8857 11446 9170 5247 5954 4638 10020 60 7843 51 1702 399 8235 7834 9417 2579 7904 388 2829 3015 4310 2161 9286 11012 5164 3303 7144 2839 3530 5288 9591 5163 6588 9447 10487 1886 6392 331 9093 8110 10205 7816 75 673 2164 4430 11440 8855 10172 9362 833 9043 3821 8874 3007 3456 4142 4267 6887 1254 6806 8979 7835 7655 5010 3241 7593 3472 7730 2387 8154 2233 8668 1721 7472 1843 4143 4351 749 416 7689 4017 8262 145 10757 8919 4370 10190 1462 8502 8341 5285 11496 6199 7684 2810 3820 1009 8308 2038 11913 3177 8835 7748 648 2775 5416 6786 3727 12524 4423 8315 7965 700 1467 9872 1999 11463 10502 10225 9275 2303 9603 3528 3382 2535 4421 5333 5759 10703 1420 5286 2721 6789 4627 11130 1781 7496 7860 7253 743 4739 8849 5906 9823 4500 5111 6513 10762 8401 9200 2955 9651 3110 3240 2580 2605 8614 7954 3574 1537 9979 11810 8820 8986 3647 8708 5230 860 7636 1465 8314 7143 11040 9744 7330 4846 6607 11041 6990 2142 1814 2514 9442 6601 5277 4322 3407 5324 8520 525 4694 775 556 8882 7724 9376 7488 9707 7500 7785 2469 3089 716 650 8699 8241 365 5468 10737 7913 108 1805 8650 8208 7001 4399 4972 1356 3518 2059 8337 8816 1299 6811 1079 7403 8702 2273 731 8001 11184 2146 9225 8653
78	9926 10485
79	11479 11798
80	542 540
81	680 707 545
82	512 499
84	593 1416 330
85	338 1815 179 995 353 777 145 2449 2578 764 281 234 28 26 1674 0 115
86	415 315
88	707 545
89	696 617
90	639 2470
91	665 1844
92	661 2236
93	689 911 319 1840 875 938 1609
94	2022 696
95	584 3125 147 648 3203 2779 7922 6241 16629 3199 777 2514 6003 435 157 394 3888 4421 5829 4692 5285 60 2318 3188 3381 4026 3747 28 3015 719 4759
97	2988 1376 6814 16832 1912 3293 8708 9651 9487 5224 15070 1718 4399 4832 3472 7139 11140 1993
99	162 699
100	759 353
102	228 10 234 204 275 0 861
105	882 876
106	893 887
107	28 176 113 75
110	1573 390
111	176 75
112	1727 818
113	934 910
114	454 1540 892 113 225
115	28 1410 964 731
116	689 1840
117	965 861
118	1022 1013
119	1137 1013
121	1018 1031
122	995 402 2085 2108 281 861
123	1137 1027
124	1024 1036
126	906 1034
127	1036 1054
128	1046 1036
129	16970 5756 18806 2265 16880 7697 14935 17264 11178 16832
130	2597 13296 13356 14226
131	1008 1082
132	9926 2497
133	1131 1377
134	419 1420
135	419 2316 1420
136	5416 1141
137	1194 2579
138	193 1327
139	499 1258
142	402 2085 3821 2566 2150 9127
144	1254 1367
145	1254 510
146	2316 1254 1367 1420
147	1186 1304 538 2126 3075 2032 3232 1278
148	1376 1261
149	1309 1331
150	696 3835 405 402 1560 1354 633
151	1340 1442
153	8998 5369
154	2085 1442 1354 2444 633 1202 3835 1605 364 1467 2108 365 1340 402 1863 1420 1356 1168 1439 2316 2579 2150
155	1345 1339
156	28 1410 731 1748 24
157	2262 2142 731 1410 1384 28 964
158	141 2449 2578 731 290 1410 669 28 2145 2146
159	1372 754
162	250 1327
163	34 353
164	1643 1520 1502
165	4080 1496
166	11297 1858 8509 9358 2154 8524 7148 5480 7903 1523 9068 9992 6990 10305 3472 8135 7224 2387 2955 11575 3294 777 5575 7965 7138 6458 6003 10083 8052 10647 6926 10971 8223 6041 836 402 8519 5247 5829 888 8314 242 8341 1971 6199 7843 8702 1488 9429 8376 11888 9560 7860 9028 8339 5275 3085 8364 1814 9545 719 3921 6002
168	1488 2131
169	22066 5352 17569 20957 22840 8241 9483
171	696 65998 2318 2022 1226 2321 1537 116 1803 241
172	674 2441
173	1606 725
174	4380 7655 1354 27 628 9068 181 2387 11282 364 6716 1479 6037 8052 2773 620 8223 5967 538 402 646 8919 1197 4835 8341 9422 3281 6199 6221 8688 2038 8359 5030 13 8835 8347 405 8825 8985 3294 10863 5093 1467 7078 2303 63 3528 4214 9603 3156 2578 5027 1420 0 6789 2145 3908 6778 11406 8135 9545 11277 5906 11005 3030 2085 111 9905 10568 4038 777 8580 10826 3647 10531 2587 6828 2129 8130 1101 5274 2579 2829 4968 7865 3015 3921 2514 6601 8697 8261 3407 7389 3075 5324 11876 8882 5392 5563 8408 8148 725 5468 8110 696 7913 8880 4430 7001 11440 2754 8337 2059 5997 6339 3821 8874 4291 731 4766 8051 3085 4142
175	7806 7757
176	1576 1592
177	760 1600
178	1584 1599
179	2674 5906 1186 8646 8347 11005 9889 3161 8884 3030 7389 2085 1270 5416 1354 8985 9351 9068 196 10568 8216 5392 4038 11282 777 11369 10863 9651 6716 12139 6037 11350 11463 7314 2887 725 6041 8580 9007 2303 11868 995 4214 10531 3156 5333 646 8919 8281 3635 4835 7001 11440 2754 2587 8688 8314 8328 2129 2145 8337 8341 6339 3908 812 8130 3281 6199 8135 7843 8874 3821 4291 4766 504 3085 8051 11067 2038 2829 9545 3921
180	8880 8223
181	1676 1628
182	928 668
184	812 3887 168 2597 938 242
185	725 4439 3030
186	156 1785 231
187	887 855
188	236 1820 166
189	1853 887 2742 857 2616 655 893 585 855 2601
190	1831 2799
191	1551 97
192	1522 1425
193	959 2262 2431 1608 2449 24 234 2188 829 47 777 64 28 157 253 338 416 1860 918 1789 2578 2025 182 52 115 350 861 51 315 832 2473 2142 1814 2183
194	28 1814 1671 731
195	767 2033 1868
196	2610 1481
197	1879 267 1911
198	5403 7689 7589 18600 17178 1052 18263 4202 5497 10023 10003 6018 9750 1890 16044 17216 7366 1405 16452 3090 14861
199	242 168
200	1897 1954
201	0 2487
202	8425 2488
204	928 166 2318 2548 2201
205	1953 1950
206	911 1009
208	681 2449 823 357 777 307 3110 3114 1999 64 1860 2326 1606 2578 1410 0 861 379 51 1101 2949 262 2909 719
209	138 68 26 759 10
210	833 182
211	1801 2052
212	1476 86
214	2085 2059 402 646
215	5 141 10 0 861 97
216	279 2077
217	2566 402 2085 2108
219	3821 402 2085 2108
220	7879 2108
222	275 192
223	2330 696 3199 2431 2959 1101
224	3184 307
225	2134 51 4291
226	2128 2121
227	2939 2121 2934 6739 8991 3721
228	393 153
229	2262 2142 2338 731 24 1748 41 2356 669 28 2145 2146
230	5 97
231	2158 2345
232	1606 1101
233	2225 696 1309 12429 1980 5413 2244
234	833 3138
235	87 1636
236	328 166 350 2180
237	338 777 2449 315 24 234 182 47 2173
239	290 2142 2431 731
240	2201 1851 166 2514 391 888 2436 116 241
241	116 373
242	2231 2300
243	272 121
244	2231 2240
246	2266 2311
247	811 2238
249	2355 2268
250	3892 4754 1858 2262 281 290 3203 2190 3695 168 777 3143 2189 2436 669 1860 4303 3642 1606 978 2578 1452 1451 888 2129 2145 166 1101 28 2514
251	2320 2300 3282 2310 3828
253	2322 2127
254	2442 2326 2640
255	2330 2735 2431 3110 166 1101 290 1451 13358 888 3817 2888 2411
256	2406 2234 2350
257	595 1392
258	2620 2364
260	2688 2272
262	2442 2326
263	257 2406 744
264	2517 3569 3300 391 4717 196 610 3294 330 20218 1384 2124 2607 2326 2846 2125 2195 6598 238 3170 4040 2318 3281 5312 593 3299 2649 6607 2829 3694 6855
266	3 1758 1 168 343 86 166 1101 24 281 35 731 156 231 2461 494 157 158 861 9
267	281 28 2390 669 24
270	0 62 6 803 34
271	309 416
273	211 397 50
274	17 3 281
275	959 5428 24 7148 591 27 16391 7609 16635 1885 5314 818 8154 5627 14689 1884 6037 4339 6019 416 4660 228 5978 2197 8559 12 10319 14106 10384 359 7367 11866 5231 8022 1044 17151 6687 6221 2356 3147 2038 3142 7921 216 1689 7030 2431 234 829 9992 7056 4369 3081 10391 1727 726 10276 5984 2189 435 669 253 9161 29 14733 9686 2025 15389 68 182 0 2145 7092 3109 14859 2719 7174 13500 5616 2597 6847 204 225 9320 719 97 3171 1858 141 2200 37 3203 3289 5458 767 5408 2330 6846 3199 17500 679 6458 3982 7112 2822 3893 8916 2846 9335 5588 860 5465 2587 2681 2785 1609 3759 14132 13422 10778 4692 3967 3854 7843 51 4157 3293 1101 2116 3015 1814 2514 4759 708 584 415 290 2476 156 363 2850 8882 6226 2913 11578 4596 9025 5305 2881 5197 725 7513 2033 7561 9265 12528 7460 62 1674 115 3621 113 861 812 3188 1 4570 15153 956 166 5881 6762 7257 167 3167
276	896 12955
277	5433 7906
278	14767 7922
279	13424 12968
280	14014 13062
281	2330 887 857 166 646 655 2615 2899 2695 2533 2951 2405 855
282	2330 799 887 2742 166 646 655 2615 2695 2533 2951 2405 2601
283	116 166 2318 391
284	166 2436
285	166 2514
286	116 166 2514
289	1946 928
290	394 1781
292	2272 2355 2268
293	2330 887 166 646 655 2615
294	2124 2125 2173
295	2372 696
296	696 2085 2108
297	2330 1451 2543 719
298	6004 5221 9936 5416 3203 5645 5627 8315 7509 6641 3915 3950 7687 4502 862 6702 2535 6542 6230 4022 4373 783 723 7678 1101 6351 6700 9225 2829 2161
299	23931 6541 7678 7509 2535 12255 2889 22283 6230 7400 6641 18978 7725 18132 5909 7687
300	13296 5326
302	16190 16410
303	7354 5010 14731 628 938 3305 8154 6037 1843 4597 3158 6121 4946 2390 3281 379 8022 4026 1009 8688 2038 3142 5213 2431 234 8277 2682 5991 12548 7912 435 1903 1593 6366 1860 2578 6831 2896 13500 6571 5616 4661 4394 2538 3304 789 3137 1858 281 3203 4665 13525 2330 14385 3199 777 14848 13329 6458 14837 1098 10292 2959 5188 14723 5465 2587 3759 7486 13422 13819 8465 5375 1101 5461 2142 2829 2514 3921 9442 3303 2158 4403 415 10114 3075 5352 2779 10131 13068 9025 5305 3239 3915 5694 9094 6045 2596 861 8337 3062 6811 812 2345 166 14448
305	2567 2538
306	2627 2619 2340 153 121 2617 272
307	2627 2340 121 153
308	2617 48 153
309	158 964 28 2145 24
310	2605 2609 2648 2620
312	2617 153
313	2617 2619
315	211 50
316	767 2033
317	2330 166
318	121 153 2619
319	2330 2533 2951 166 2695
320	2340 121 2619
321	131 198
323	689 2650 875 319
324	2627 272 121 2340
325	1354 2085 2108
326	2730 2507
327	1451 1393 2690
328	2085 2108
329	1892 965 861
330	0 393 62
332	3332 3353 2744 3330 3325 3671 2601
333	17802 3303 7944 2890 3315 5039 2744 9644 3353 2742 2806 2213 8936 3671 585 3634 3332 2724 857 6559 3330 9783 6935 2615 2695 2405 3377 2601 6414 774 3540 5040 6769 9574 14312 2533 6138
334	6162 6870
335	2330 166 2742 887 655
337	1860 379 290 2177 1410 2681
339	2820 1214
340	8347 6041 9078 6143 2273 3821 8341 7781 14 64 2666 1980 525 7078 3921 9422
341	1897 3378 1101 2580 3354 2584
342	2787 2786
343	3184 3687 2431 2341 281 196 5645 2239 2330 3199 777 307 3694 5142 402 3989 4373 575 2173 5664 2318 3854 51 166 1101 6221 2829 1814 2514 4190
344	2796 887 2601
345	2616 887
346	4423 24216 168 3372 6592 24220 23700
347	2728 2681
350	725 3030
351	12626 10309 24936 14164 7593 3989 18240 22716 14793 19199 4275 4943
355	2024 1197
357	2303 3240 777
358	1858 5193
359	959 2449 24 281 363 2142 158 3 1814 2828 777 17 307 1884 2189 41 2881 2822 1384 725 338 2824 2896 1410 2862 52 0 861 2145 373 2318 1 303 2818 225 2909 28 2356 719
360	4595 6811 6045 648 1606 978 3110 6687 2909
361	2822 4157
362	2145 141
363	2449 777
364	1410 2390 777
365	17151 5049 6241
366	281 196 2705 3199 1098 5049 1452 3989 7367 3316 2318 2333 4661 3299 2649 51 166 4026 1532 2829 3015 2514
368	581 281 1410 3578 8654 2950
369	1356 365 2905
370	1785 231
371	709 2235
372	1309 5364 17565 14556 2244
373	4595 9236 6792 2355 5010 2286 3414 628 5344 3034 2888 169 3334 4342 12558 4493 9237 1903 3888 11810 3408 8916 3642 4419 1606 5465 6018 4681 7146 2862 7367 8314 8337 7092 5664 812 4381 6199 4026 3998 1101 4766 225 2829 3694
374	2794 2846
376	4380 5213 1858 5010 290 2038 3203 3735 2912 4665 2955 1814 3695 3094 3199 777 5093 3240 6458 1291 2189 3286 4597 6366 5049 3642 719 846 1606 2578 402 5030 5465 2896 2754 888 6117 2390 2129 3362 3106 6753 3134 3381 2909 1101 4751 2949 2473 2142 2829 3694 2514 3921
377	2947 2355 2949 2272
378	1505 155 166 3979 12266 2187
379	2145 3967
380	13493 4430
381	8900 5134
382	7200 13256
383	12714 11284
384	49914 13495
385	3170 104 13880 9547 14226 5288 5978 1226 5352 435 3289 3824 13428 394 2829 7056 2187
386	7200 7181 7184
387	373 2478 168 51 2952 1101 2976 2946 2963 2914 262 2953 725 242
388	2937 2919 123
389	362 193 3038
391	4380 2431 4265 3407 2286 3209 281 3203 1601 4961 2733 5909 2330 179 3944 4423 777 5093 5991 2727 3762 899 1679 1537 2687 5967 719 5030 2959 4873 6313 4430 667 52 5061 2129 2882 242 2357 1288 34834 51 166 3744 3534 2790 2829 3694 2514 5044 2183
392	2473 1606 2909 719 1101
395	2681 2514
396	3276 2872 127
397	2161 2982
398	9707 1606 4439 719 1101
399	2262 1858 216 3407 37 3203 2728 9 2330 181 3199 6226 6458 763 402 5465 1766 182 2681 62 52 0 861 4661 3381 51 3137 6687 2949 3921 97
400	2822 4095
401	2330 3045 166 2405
403	161 193
404	272 2340 121 153
405	18139 3691 2300 3282 3828 3002
406	2735 12340 4025 24 14731 628 5413 169 2387 8154 1602 8668 3114 6037 1843 9873 157 4493 4597 2411 338 416 4422 3158 4136 6365 4637 4946 13428 3668 6977 5283 6237 4770 4026 5172 969 3403 9716 308 2038 7702 9471 5213 1689 1738 648 3311 9901 1601 2860 7916 9175 3695 726 14226 5991 1543 435 40 3290 1903 2508 184 6366 4502 9686 3382 4421 2535 5387 2896 182 2321 72 9647 0 2195 2145 3922 13325 9792 13500 3740 4627 4661 1532 225 3307 789 719 3137 97 281 1226 3203 824 36 3289 4665 6241 2330 2027 32341 3199 777 10597 13329 9651 6427 6458 3982 7233 2461 14276 6399 1098 590 2822 3647 2338 1452 5465 5247 4338 5954 8314 13422 5664 10778 8798 3487 4692 60 7843 51 651 1101 11684 6607 1748 388 2142 2829 2514 3921 5558 4310 599 2158 6792 5288 1445 290 5352 2779 10175 616 12896 2782 13068 4427 22 9025 8870 10388 311 5694 5 7816 7561 8538 2164 8530 4430 2754 861 350 113 3621 8337 812 786 220 1439 3188 104 2345 1834 166 731 7257 792 4841 14448 1303
407	2300 2235 3888 10975
408	9386 2244
409	1606 888 3817
410	4595 7354 3125 10321 648 1094 2431 8825 2286 281 290 628 2779 3015 3203 8770 2850 2682 2330 8154 3199 2567 5991 4267 307 9707 6458 134 1291 2189 9873 2773 1098 1903 5694 2411 416 3158 1606 5588 4421 5465 1451 182 2587 5570 1196 0 861 8337 2719 373 812 3170 2318 3188 1288 833 8364 51 166 4026 731 3007 1532 11895 6221 2473 756 2829 3694 4310 719 3921
411	338 2690 3030 1884 731 267 1451 28 0 725 2173
413	3024 549
414	14730 628 5352 2779 1679 1843 9873 157 416 5978 4421 4637 3382 4946 3922 13422 861 2538 10778 265 833 166 4026 1101 792 225 1009 1303
415	9218 8916
416	2326 1101
417	915 1125
419	3979 281 628 3951 2779 1443 2483 2330 3199 777 1291 2189 4342 5347 2338 1606 5027 2473 5339 2548 3854 3299 166 4026 2909 2829
420	13879 3055
421	9630 14403
422	3382 14
423	3054 4717
424	13761 5288
425	13500 8154 10766 7402 1277 9767 7183 9225 2829 7692 2161 7056 17126
426	3054 6334
427	2330 11575 3381 2154 7965 4579 6003 9545 2949 6786 4276 9210 10118 8998 6041
428	10838 10747 10975
430	168 777 2578 166 4946 938 4665
431	3168 2161 2982
432	9926 13335 3179 10313 1076 14724 14957
433	4380 9651 14 2507
434	3147 62
435	3147 3155 62
436	4692 2326 10975 777 5991 2578 1101 2829 2442 2587 3203 2949 3286 5352 7367 13507 2390 3888
437	7726 2860
438	2129 3156
439	1356 72 12
440	307 731 290 234 2681 0 861
441	2934 3180
442	3172 2539
443	2195 2517
444	405 2579
445	3054 1254 1396 2599 1886 399 1354 1367 1863 2316 1420 2059
446	0 1410
448	13500 16604 10180 7056
449	3184 2735 24 14731 628 1787 13356 169 155 8154 2233 1602 14689 14481 14767 8052 6037 1843 9873 10858 12643 157 4051 394 18010 3158 416 3642 4946 13428 9947 17480 4770 9028 13256 308 2038 7921 1689 1738 648 2431 17957 3311 2188 14872 9175 10391 14226 134 7200 435 1829 6929 1903 17487 2187 3382 15070 2578 4421 2896 9647 0 6571 4381 10823 4425 225 719 896 281 1226 3203 5412 3289 7922 2888 12390 6241 14385 3199 13855 2461 6399 8475 17482 499 2180 860 5465 8314 13422 4397 4692 60 1288 3381 5461 6334 2829 3015 2514 3921 4620 9434 584 2158 6792 2286 290 5352 2779 11487 616 12896 11578 11905 899 3824 8654 19 5694 311 2081 8691 562 861 13123 8337 786 1439 4040 2318 3188 2345 6797 13519 166 731 8001 5098 14448 1303
450	11254 15349
451	3184 3379
452	3184 4588
453	3211 499
454	1186 3303 5213 14403 6792 8825 12340 4126 24 281 628 3203 8778 2330 8154 2782 2027 13068 14226 777 5991 899 2461 1843 9873 10858 4342 3239 7912 6929 3888 9007 13019 1860 416 3158 5049 3382 5465 1451 4697 13296 9697 13797 13428 0 7092 2882 13500 9526 4627 3188 104 4157 166 3998 1101 6916 5172 4026 3474 8364 2829 2514 3921 2687
455	1872 2188
456	12889 12132 12404
458	28 964 731
459	2013 2145 964 731 28 2356
460	3054 388 1254 1886 1367
462	1367 1579
463	3161 3265 5164 4379 403
464	1254 1367 1579
465	2442 2326 4367 3936
467	3275 226
468	3161 3283
469	3161 3265
470	4595 959 648 899 2909 719
471	2300 3282 3828
472	2897 719
473	2432 3274
475	1289 1606 1903 719
477	648 4706 4043 36 2188 597 2888 137 2239 2955 3199 9707 2514 2580 7268 4439 157 669 1606 2180 5465 2587 2754 888 7367 5338 2325 2192 3299 328 166 4026 1101 3694 719
478	4595 6792 5010 290 3203 2888 2728 6241 3199 700 4077 1098 6984 1860 6796 3642 1606 2578 5465 68 8686 888 1101 8376 3836 2829 3694 2514 3921
481	267 41
482	2330 166 3199
483	2839 3300 3209 2200 1517 2746 576 2682 2239 2330 7921 3297 6116 3294 168 3199 669 394 6399 1218 3647 1805 5871 3278 3299 4341 3293 1702 166 1781 1101 6916 3744 7407 3142 6773
484	3028 3644 2794 2890 2477 8825 3206 3315 5039 2744 500 3770 12684 4920 3276 9644 116 3421 576 12999 2330 3353 4423 11871 6116 168 3199 4267 3334 8668 2213 1884 622 6592 1463 5712 15041 4439 3615 15889 241 2978 3332 7065 3637 8394 1805 646 6559 3382 317 3325 2615 2211 2695 893 11609 12862 3335 2405 242 6691 3766 265 5312 774 3299 51 166 5040 1101 2952 6916 2914 6769 2949 3773 6221 2533 1866 13632 719 6138
