29	1571517027 306054927 3835698379 3825371993 2970280722 2630665138 853151740 1458703817 2582130198 626387017 1403658346 1420312326 3999206312 3372138341 504188867 791767779 3367246914
31	987830435 1645820149
32	224492723 3413399525 3139757444 1744817229
33	4256364797 3690149430
36	4118084019 425546528
37	12780831 1134604566 3122183291
38	1943327041 3564678965
39	3921417755 3362011029
40	4011958112 367737656 2328001055
41	222319155 1374766440 2359685761 2932327352
42	3429433804 2273322564 806553661 1848348621 2252753230
43	2423196559 1781584712 877593087 1767419193 3775551521 2044725883 966029742 3249939820 1468635415 2119034226 808619023 420918786
44	13948822 367737656 3344549192 2329210556 1349903615 1658936820 3810265094
45	3962886527 62882271
46	56273354 540879531 2334102680 800732436 1348363163 3750092311 3160171174 3031521633 2136687989 3557878805 1881403285 1216798135 2426417829 417324197 1856583443 1756432283 2595417545 2387361737 1190409858 2734720470 3075526754
47	306439928 4120459443 2942711708 1919392309
48	2978151960 1509372834
49	2767271606 613461800 3216433407 145279477 3893492821 729103049 1840108425 330709251 1305816212
52	3055385788 1654792837 2818869040 1618647114 354226698 3048671296 1137848832 1234689072 2498156151 718839000 3297493554 639139244
53	11181661 1547022651 1837049047 2340603621 2564413023 332522257
54	1305816212 3349132705 2767271606 3942118754 335016465 3711007114 145279477 2339988877 1840108425 2259901988 2228932080
55	2767073082 235322381 981066176 2467409062 3768748753 857274153
56	656963300 2035222426 2629621840
57	151599428 2483340241 83587356 3878152171 2694508618 2364455159 1213825491 3496103850 1681441395 3625515143 345596429 2073245381 1149637109 790303783 3379337521 3475645383 3035257805 1137201110 526164351 3842424557 1354552799 3626519263 4080944873 202235596 3611702292 308581236 421262963 3670537828 4030786567 2264493243 3214235934 1826584692 3460165351 1384921960 38245236 282874800 2039969320 2144048545 801374963 1238128961 452280091 1176101475 1924855014 728739499 1626005730 3393972338 4077507902 1054066781 631579692 1615073805 2145261051 2949884580 2725955424 2392456251 2730561022 2555859665 1383361785 4224039217 959869165 1618084034 1773643090 4204033276 581493033 2577885845 2721717794 24474562 3784758926 3057322815 4022266135 1438201460 1409986767 1140109314 3972402079 1131617332 2989492179 543057862 3654186319 929582228 3567228808 196941649 4016944182 974494136 3718956122
58	2836786741 4209051487 3636035833
59	3364300691 3644888605
60	3204071287 2128694357 1417958849 352409773 81458678 1896939860 3872956949 4109123595 1702271051 1525837866 229594145
62	2465621121 203982705
64	3225479969 1511426662 2960296272 3992915323 2213691461 3308337245 2918354083 2549347868 3838741445 4099702460 2752854774 2205209929 2553355260 360619888 895648114 2976569599 1256118952 584598836 573401966 4172178453 1702774986 3437707705 315943754 1064472095 1307443230
65	3835637004 1625052108
66	1706446223 4026255722 2423204924 686134800 3344686192 3358273353 623798219 1104967114 2690513376
67	1334086940 2539471418 1037308002 3462848234 573401966 3797950844
68	817900006 2043271821
69	2760023661 1530531545 4007127688
70	1734616247 2737557800 3018468836 1328077116 2626325931 1477653719 1802872367 3842706601 3270207928 2730258809
71	1430502151 1327258330 4294503137 545358752 2194307398 1424006702 986711500 5819617 4059629427 2379878308 944348710 707431107 2622476350 2976953135 3394356566 2100893095 1177571906 3697766273 1791273334 98106524 2029458975
72	1846484841 802746924
73	883827731 1063506056
74	3923885250 2172784338
75	1649760440 3071093998 4062304020 2320598191 215188901 2704180437 4292706757
76	1230082238 3264737404 1472124263 618529441 613696693 2309928989 2747842846 1561754930 1682352520
77	1997063257 506463500 1655086041 537587583 2016898983 582287894 4055804456 418329256 1732485851
78	421844911 2465354354
79	731768813 48392958 4143327175
80	2263572355 1298366315 883942387 2054634333 1325542522 3696212859 1933948041 2590505892 3681701994 502157300
81	2096883456 621880790
82	3479765396 1302811071
84	1494808110 2215389832 3559600139 2214170020 992545790 4133425070 2929349024
85	2443753777 3792444871 1557404606 3079522591 1630387697
86	1783276120 3254594894 3212859593 4015664543 3771272431 2906681876 1679899178 64191900 3080425660 864310688
87	1833625083 510448625 1819972712 2175747681 1066628710 1180394893 3873406108 50770916
88	1844635560 367737656
89	973769634 1135414605 4265193096 4283803795 3442212683 3832440367
90	1688957661 61804091
91	4241744735 2519605255
92	3138635490 3495602543 1912698965 400629571 2758676100 968336394 2464597212
93	1786118774 3392147189 3291078232 390987159 1684066380
94	3326738098 711606580 1634977689
95	4222590338 3278575356
96	4168534651 4130112631
97	1913994586 2798400342 3854509798 3116811347
98	1741025264 3009580143 864548202
99	1094838133 3006375668
100	3299562450 1795035642
101	913890035 115434253
102	3662367012 1663372159 2658761485 371967597 551538117 2071116195 1086621463 2425704857
103	2243518535 4235384755 2130477966 2958703287 1968061860
104	2302611440 4051420489
105	1742681383 447828026 592340923 246353884 3435056904
106	2304805986 1950660570 3449620252 2571895925 3775636626 4227630018
108	1662742562 648126923 1451444147 3414812400 2422939620 2954664061 1016207541 3491835797 1841024239 734928759 3335547340 3731765151 1272311966 3527353890 3923139548 367737656 3996609280 3766894576 3194399625 3675980889 3273897527 1048298385 1239100888 3839619419 115100527 3218433086 1148131112 3079301157 1506810939 1551083970 3393748087 1969860963
109	1197028104 2462976301 3581704638 2171351362 1929181075 2908259963 1687995848 3144355707 824822543 3873299238 2461236774 3245073756 4168474025 916475122 778926098 449411945 428548274 1442175610 1858066653 1163865051 1242885533 3994127299 444787513 884126595 654109624 617181705 3853896259 2766508705 2969783417 379888035 3193848652 1140510076 2144205730 1123126896 3443641257 891787101 4263821474 3612827313 1221171152 3274383816 2901703699 1418249175 249829756 3379113112 191462017 1939765479 3854767137 2699340804 3033274942 828808276 109277251 2101252522
110	1004323734 2561310530
111	1773054704 1495741515 2700614541 858467908 802112744 623382 1500526693 1871336018 3292437380 876295061 2213251971 1613008885 1251721550 1352611740 3601249977 4206548935 3643246958 3136549570
112	218704757 658308972 2118107464 1719509827 2660821570 3491199921 3570452003 2279996087 2381151046 3835225899 2405135625 3953862204 2902462829 122867526 1578279640 1269309110 2974518656 3351499478 2527735409 914952153 1472592616 3381820774 3428508749 1683416977 4104517051 2757838525 823472428 2388993786 1495772536 312000913 2563909682 2930560269 2497471467 1928680261 696304212 2370074718 3219702680 1906820135 2959690442 1653071096 549641375 498675541 36971406 4067393564 501206152 2855710771 1275323396 3656246794 9461906 1534437542 363142446 132990127 1874813999 1352880902 3229420017 3946731391 3600904913 2312545028 1636828474 2745587333 585719573 3909617096 4214369322 2295511186 1952506317 416704268 2801663335 3223593334 851290385 3747012564 798356330 2889164873 108963110 1814421348 538007000 2124708222 3761244555 4077073118 1599054183 3717782 4044038290 408178575 666941953
114	3396205746 1278072654 3526032555
116	3717428986 2794314634
117	493122055 2845233239 3743009755
118	532589341 2368893155
119	4174237807 3972572119 552302170 2605783391 1001677190 3169984026 2547986810 1648851100 1523361864 3194749684 1428937150 1761153846 3259944026 2732990119 2583368091 1579091183 763555799 1808875985 3735970423 3417571225 2589356786 3873325062 1216804889 3781753757 4067670512 2530460437 1620631392 551673718 2269385605 318292176 1247656599 3691899025 1312180730 1694981385 2981199283 1962570806 3352539851 68415074 1012336340 3764441718 2266876117 1648330015 2928191254 50441983 2950764372 2189343873 1631410190 2271073941 3159531887 3201625372 2060025739 1600912762 1690189662 2656465283 1926584556 1387551001 1693715580 3793002452 4121634907 4217350878 4124469446 365607123 3793537616 940988966 563358557 3641276581 2800982260 2086808007 600370054 1876443452 2585314914 171120818 1170347261 3347493564 4036351574 932287343 1251059072 857185498 716876081 3793743631 135828055 1188579155 635998556 2143300299 3618864290 899528 1648422717 128799851 478845560 3360710331 4213412315 2208157818 3391431544 1195449883 1550831511 3405083478 2893327845 1120530176 3600323889 1443506345 253103423 476727664 3197111254 1091600281 1232737170 552955023 848852484 1267658322 2802601225 4274690459 2392761720 1568136285 2674670720 2920460198 838550732 34180264 2354184687 561145463 3154413066 3641964391 2333290190 860168762 1556348490 319388875 3838774386 337893475 3627061284 3436362784 4170684737 1867730434 1132369288 3428395407 2691562434 2495305498 3081921951 1689904659 3185470468 2074330788 277115760 91761923 2074791161 3875519610 1743370098 3748827681 565760651 1597824624 1784090931 4148357251 1658605809 3328933178 2901948482 4174277112 1821883293 2222090401 417541066 1455177689 1035738029 3803392224 2820340637 3611413468 2072676860 3110762419 1096283019 3702412224 2811072199 1462951694 1747063333 1954051511 2465815779 1988523665 3231914057 2236585745 3427228704 1313945390 3314626800 1997928281 3186088667 1455118144 1130637081 2313291682 1942734170 620987482 4039380689 1090528351 1551542327 3901806468 3126337404
